dataset,file,label
CASME2,data_raw\CASME2\disgust\reg_img101 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (37).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (38).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (39).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (40).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img101.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (37).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img102.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (37).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img103.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img104.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img105.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img106.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img107.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img108.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img109.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img11 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img11 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img11 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img11 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img11 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img11.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img110 (30).jpg,disgust
